arm,carbon_price,status,npv_cost,real_expenditure,carbon_cost,cum_emissions,cum_unserved,solar_total_mw,storage_mwh,system_lcoe,solar_share_2030,gas_share_2030,solar_share_2035,gas_share_2035,solar_share_2045,gas_share_2045
eaas_tight,5,optimal,9674331644.206602,9674331644.0,362200897.0,162553333.62360996,0.0,12713.829199999998,0.0,33.0365343369664,0.36164297799492634,0.6383570220050737,0.46206815617087243,0.5379318438291276,0.618007818706228,0.38199218129377194
eaas_tight,10,optimal,10036532540.931879,10036532541.0,724401793.0,162553333.62360996,0.0,12713.829199999998,0.0,34.27340142004911,0.36164297799492634,0.6383570220050737,0.46206815617087243,0.5379318438291276,0.618007818706228,0.38199218129377194
eaas_tight,15,optimal,10398733437.657158,10398733438.0,1086602690.0,162553333.62360996,0.0,12713.829199999998,0.0,35.51026850313184,0.36164297799492634,0.6383570220050737,0.46206815617087243,0.5379318438291276,0.618007818706228,0.38199218129377194
eaas_tight,20,optimal,10760731502.161089,10760731502.0,1445991178.0,162019327.70900998,0.0,12713.829249999997,0.0,36.7464427343142,0.3616429822964171,0.6383570177035829,0.4620681591501839,0.537931840849816,0.6180078195995125,0.3819921804004876
eaas_tight,30,optimal,11460100916.074879,11460100916.0,2040354587.0,144642399.39343998,0.0,12713.829280000002,0.0,39.13469476224511,0.3616429806833581,0.6383570193166419,0.4924554295434807,0.5075445704565194,0.6180078201354832,0.3819921798645169
eaas_tight,40,optimal,12115119610.16807,12115119610.0,2610967294.0,136444299.61454996,0.0,12713.829189999999,0.0,41.37149519575714,0.36164297799492634,0.6383570220050737,0.5647442855396361,0.43525571446036393,0.6180078185275711,0.3819921814724289
eaas_tight,50,optimal,12767861433.736027,12767861434.0,3263709118.0,136444299.61454996,0.0,12713.829189999999,0.0,43.60052025590979,0.36164297799492634,0.6383570220050737,0.5647442855396361,0.43525571446036393,0.6180078185275711,0.3819921814724289
eaas_tight,60,optimal,13412899516.48442,13412899516.0,3807305205.0,131695340.71072997,0.0,12713.829189999999,0.0,45.8032380592891,0.36164297799492634,0.6383570220050737,0.6688863852653938,0.33111361473460615,0.6180078185275711,0.3819921814724289
eaas_tight,75,optimal,14290277999.879879,14290278000.0,3953697332.0,90505586.132249,0.0,16448.053659999998,0.0,48.799366793554235,0.36164298014567176,0.6383570198543282,0.8046772352699061,0.19532276473009402,0.7926566539861182,0.2073433460138818
eaas_tight,100,optimal,15531822875.509888,15531822876.0,4516137926.0,69645940.5725272,0.0,17573.8948101,0.0,53.03907476005442,0.3616429785379896,0.6383570214620105,0.989551089153646,0.01044891084635407,0.8453119913008995,0.15468800869910043
eaas_tight,125,optimal,16598708709.558117,16598708710.0,4534845131.0,51238598.17915599,0.0,18176.85065,0.0,56.682345476490525,0.6194856636208215,0.3805143363791786,1.0,0.0,0.8735121034279897,0.12648789657201037
