initiative,instrument,jurisdiction,region,income_group,start_year,year,carbon_price
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2013,22.37
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2013,25.68
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2013,1.01
Kazakhstan ETS,ETS,Kazakhstan,Europe & Central Asia,Upper middle income,2013,2013,0.0
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2013,3.65
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2013,37.94
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2013,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2013,1.67
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2013,94.58
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2013,55.1
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2013,86.85
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2013,0.08
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2013,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2013,0.08
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2013,0.38
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2013,16.74
RGGI,ETS,RGGI,North America,High income,2009,2013,3.85
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2013,86.27
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2013,4.63
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2013,18.48
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2013,37.94
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2013,18.97
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2013,86.27
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2013,7.5
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2013,0.02
Alberta TIER,ETS,Alberta,North America,High income,2007,2014,13.6
Australia CPM,ETS,Australia,East Asia & Pacific,High income,2012,2014,22.37
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2014,27.2
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2014,8.51
California CaT,ETS,California,North America,High income,2012,2014,11.69
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2014,4.99
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2014,30.82
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2014,2.75
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2014,6.75
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2014,42.05
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2014,25.38
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2014,9.65
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2014,10.08
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2014,3.41
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2014,20.29
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2014,21.41
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2014,19.55
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2014,20.7
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2014,27.57
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2014,1.84
Kazakhstan ETS,ETS,Kazakhstan,Europe & Central Asia,Upper middle income,2013,2014,0.78
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2014,3.93
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2014,40.76
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2014,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2014,2.68
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2014,92.52
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2014,75.93
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2014,84.81
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2014,0.09
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2014,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2014,0.09
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2014,0.41
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2014,18.02
Quebec CaT,ETS,Quebec,North America,High income,2013,2014,11.69
RGGI,ETS,RGGI,North America,High income,2009,2014,3.93
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2014,67.78
Shanghai pilot ETS,ETS,Shanghai,East Asia & Pacific,Upper middle income,2013,2014,6.42
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2014,12.99
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2014,19.85
Spain carbon tax,Carbon tax,Spain,Europe & Central Asia,High income,2014,2014,27.57
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2014,67.94
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2014,45.57
Tianjin pilot ETS,ETS,Tianjin,East Asia & Pacific,Upper middle income,2013,2014,5.69
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2014,67.78
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2014,15.89
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2014,0.02
Alberta TIER,ETS,Alberta,North America,High income,2007,2015,11.89
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2015,23.78
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2015,8.21
California CaT,ETS,California,North America,High income,2012,2015,12.49
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2015,3.9
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2015,24.47
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2015,2.15
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2015,7.68
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2015,53.92
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2015,40.91
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2015,15.59
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2015,5.48
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2015,4.18
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2015,16.2
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2015,17.44
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2015,15.91
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2015,16.86
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2015,21.51
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2015,1.59
Kazakhstan ETS,ETS,Kazakhstan,Europe & Central Asia,Upper middle income,2013,2015,2.04
Korea ETS,ETS,"Korea, Rep.",East Asia & Pacific,High income,2015,2015,9.1
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2015,3.76
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2015,37.17
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2015,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2015,4.93
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2015,68.31
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2015,58.91
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2015,62.49
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2015,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2015,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2015,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2015,0.34
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2015,15.06
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2015,4.68
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2015,4.37
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2015,4.7
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2015,4.35
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2015,4.39
Quebec CaT,ETS,Quebec,North America,High income,2013,2015,12.49
RGGI,ETS,RGGI,North America,High income,2009,2015,5.9
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2015,37.51
Shanghai pilot ETS,ETS,Shanghai,East Asia & Pacific,Upper middle income,2013,2015,4.73
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2015,5.98
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2015,18.58
Spain carbon tax,Carbon tax,Spain,Europe & Central Asia,High income,2014,2015,21.51
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2015,61.95
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2015,12.39
Tianjin pilot ETS,ETS,Tianjin,East Asia & Pacific,Upper middle income,2013,2015,4.2
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2015,37.51
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2015,26.71
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2015,0.01
Alberta TIER,ETS,Alberta,North America,High income,2007,2016,15.37
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2016,23.06
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2016,8.03
California CaT,ETS,California,North America,High income,2012,2016,12.8
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2016,1.2
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2016,25.61
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2016,2.23
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2016,4.87
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2016,66.3
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2016,61.73
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2016,24.56
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2016,1.32
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2016,2.11
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2016,18.6
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2016,19.93
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2016,18.23
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2016,19.24
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2016,22.32
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2016,2.82
Korea ETS,ETS,"Korea, Rep.",East Asia & Pacific,High income,2015,2016,15.14
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2016,3.9
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.77
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.75
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.99
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.88
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.91
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.26
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.93
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,0.3
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,0.84
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,0.69
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2016,2.44
Netherlands carbon tax,Carbon tax,Netherlands,Europe & Central Asia,High income,2021,2016,0.0
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2016,13.03
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2016,65.87
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2016,60.18
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2016,60.18
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2016,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2016,0.0
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2016,0.07
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2016,0.35
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2016,15.35
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2016,7.54
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2016,7.04
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2016,7.57
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2016,7.06
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2016,7.07
Quebec CaT,ETS,Quebec,North America,High income,2013,2016,12.8
RGGI,ETS,RGGI,North America,High income,2009,2016,5.23
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2016,14.64
Shanghai pilot ETS,ETS,Shanghai,East Asia & Pacific,Upper middle income,2013,2016,1.32
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2016,5.64
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2016,19.31
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2016,86.18
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2016,9.23
Tianjin pilot ETS,ETS,Tianjin,East Asia & Pacific,Upper middle income,2013,2016,2.19
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2016,14.64
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2016,23.72
Alberta carbon tax,Carbon tax,Alberta,North America,High income,2017,2017,15.026357172916342
Alberta TIER,ETS,Alberta,North America,High income,2007,2017,22.539535759374512
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2017,22.539535759374512
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2017,7.396583184314999
California CaT,ETS,California,North America,High income,2012,2017,15.08
Chile carbon tax,Carbon tax,Chile,Latin America & Caribbean,High income,2017,2017,5.0
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2017,0.2205769362401177
Colombia carbon tax,Carbon tax,Colombia,Latin America & Caribbean,Upper middle income,2017,2017,5.207904197745678
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2017,24.78018059628129
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2017,2.1382027341133827
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2017,5.64485521805933
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2017,62.0078792892881
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2017,66.28428475751487
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2017,32.60759169522909
Fujian pilot ETS,ETS,Fujian,East Asia & Pacific,Upper middle income,2016,2017,5.180655673534344
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2017,1.8836109423662684
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2017,1.782029458571477
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2017,21.190986596202958
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2017,22.65591659575338
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2017,20.811876733489676
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2017,21.913715641959627
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2017,21.382027341133828
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2017,2.5792064327293054
Korea ETS,ETS,"Korea, Rep.",East Asia & Pacific,High income,2015,2017,18.233136663188894
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2017,4.810956151755111
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2017,83.91650714180533
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.645350138886415
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.6188966374975506
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.8501839156442736
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.751159802671074
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.778748273837736
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.1577158302878083
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.7991190307924936
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,0.2879531439023329
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,0.8019356219413496
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,0.6600710801559551
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2017,2.328746544483525
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2017,12.513906278177085
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2017,66.81692434620442
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2017,66.933533289217
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2017,58.07125362026143
Ontario CaT,ETS,Ontario,North America,High income,2017,2017,14.064670313849694
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2017,0.0735017549496304
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2017,0.0029400701979852163
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2017,0.07322108405014675
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2017,0.33560465546420787
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2017,14.471925437506101
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2017,7.250836004295381
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2017,6.79050161179774
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2017,7.267672110916264
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2017,6.737138460342226
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2017,6.7982035319855285
Quebec CaT,ETS,Quebec,North America,High income,2013,2017,15.08
RGGI,ETS,RGGI,North America,High income,2009,2017,3.94
Saitama ETS,ETS,Saitama,East Asia & Pacific,High income,2011,2017,13.386884598941032
Shanghai pilot ETS,ETS,Shanghai,East Asia & Pacific,Upper middle income,2013,2017,4.571166770765597
Shenzhen pilot ETS,ETS,Shenzhen,East Asia & Pacific,Upper middle income,2013,2017,5.364953508419179
Slovenia Carbon tax,Carbon tax,Slovenia,Europe & Central Asia,High income,1996,2017,18.495453650080762
Switzerland carbon tax,Carbon tax,Switzerland,Europe & Central Asia,High income,2008,2017,83.91650714180533
Switzerland ETS,ETS,Switzerland,Europe & Central Asia,High income,2008,2017,6.949158885868494
Tianjin pilot ETS,ETS,Tianjin,East Asia & Pacific,Upper middle income,2013,2017,1.2349406101338167
Tokyo CaT,ETS,Tokyo,East Asia & Pacific,High income,2010,2017,13.386884598941032
UK Carbon Price Support,Carbon tax,United Kingdom,Europe & Central Asia,High income,2013,2017,22.41451148106679
Ukraine carbon tax,Carbon tax,Ukraine,Europe & Central Asia,Lower middle income,2011,2017,0.013668267454746951
Zacatecas carbon tax,Carbon tax,Zacatecas,Latin America & Caribbean,Upper middle income,2017,2017,12.604192947729032
Alberta carbon tax,Carbon tax,Alberta,North America,High income,2017,2018,23.25220494029061
Alberta TIER,ETS,Alberta,North America,High income,2007,2018,23.25220494029061
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,8.91434816078319
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,10.129135662169134
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,9.223898434628982
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,8.774769659105623
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,8.774769659105623
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,8.034347050881905
Argentina carbon tax,Carbon tax,Argentina,Latin America & Caribbean,Upper middle income,2018,2018,8.034347050881905
BC carbon tax,Carbon tax,British Columbia,North America,High income,2008,2018,27.127572430339043
Beijing pilot ETS,ETS,Beijing,East Asia & Pacific,Upper middle income,2013,2018,9.440402551915028
California CaT,ETS,California,North America,High income,2012,2018,15.1
Chile carbon tax,Carbon tax,Chile,Latin America & Caribbean,High income,2017,2018,5.0
Chongqing pilot ETS,ETS,Chongqing,East Asia & Pacific,Upper middle income,2014,2018,3.8207362773349187
Colombia carbon tax,Carbon tax,Colombia,Latin America & Caribbean,Upper middle income,2017,2018,5.6704151599028085
Denmark carbon tax,Carbon tax,Denmark,Europe & Central Asia,High income,1992,2018,28.818069797237317
Estonia carbon tax,Carbon tax,Estonia,Europe & Central Asia,High income,2000,2018,2.4795991097157297
EU ETS,ETS,EU,Europe & Central Asia,High income,2005,2018,16.365354124123815
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2018,90.50536750462413
Finland carbon tax,Carbon tax,Finland,Europe & Central Asia,High income,1990,2018,65.70937640746683
France carbon tax,Carbon tax,France,Europe & Central Asia,High income,2014,2018,55.295060146660774
Fujian pilot ETS,ETS,Fujian,East Asia & Pacific,Upper middle income,2016,2018,3.1839468977790992
Guangdong pilot ETS,ETS,Guangdong (except Shenzhen),East Asia & Pacific,Upper middle income,2013,2018,2.322689261929853
Hubei pilot ETS,ETS,Hubei,East Asia & Pacific,Upper middle income,2014,2018,2.3242812353787423
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2018,36.67678942325404
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2018,39.21225085018664
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2018,36.020636273428295
Iceland carbon tax,Carbon tax,Iceland,Europe & Central Asia,High income,2010,2018,38.00923428991697
Ireland carbon tax,Carbon tax,Ireland,Europe & Central Asia,High income,2010,2018,24.795991097157298
Japan carbon tax,Carbon tax,Japan,East Asia & Pacific,High income,2012,2018,2.7398539368259645
Korea ETS,ETS,"Korea, Rep.",East Asia & Pacific,High income,2015,2018,20.518557063169663
Latvia carbon tax,Carbon tax,Latvia,Europe & Central Asia,High income,2004,2018,5.579097996860392
Liechtenstein carbon tax,Carbon tax,Liechtenstein,Europe & Central Asia,High income,2008,2018,100.90387466056818
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,2.9025655305046283
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,2.8735398751995818
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,3.1254809581869374
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,3.0182834400379326
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,3.048069892820852
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,2.366508463550834
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,3.070998104234735
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,0.3159114317973954
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,0.8797396072886144
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,0.7240971126613044
Mexico carbon tax,Carbon tax,Mexico,Latin America & Caribbean,Upper middle income,2014,2018,2.5543324106909906
New Zealand ETS,ETS,New Zealand,East Asia & Pacific,High income,2008,2018,15.224357393455215
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2018,79.97633721192933
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2018,79.84775789165292
Norway carbon tax,Carbon tax,Norway,Europe & Central Asia,High income,1991,2018,63.51818421654838
Ontario CaT,ETS,Ontario,North America,High income,2017,2018,11.703609819946273
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2018,0.08540478928627128
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2018,0.003416191571450851
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2018,0.08507866592982058
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2018,0.38995320456027377
Poland carbon tax,Carbon tax,Poland,Europe & Central Asia,High income,1990,2018,16.815540573198962
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2018,8.408541535422152
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2018,7.874707801324909
Portugal carbon tax,Carbon tax,Portugal,Europe & Central Asia,High income,2015,2018,8.428065780865385
