gas_case,eps,eps_label,reliability,npv_cost,unserved_total,horizon_reliability,dual_usd_per_twh,dual_usd_per_pct_pt,binding,primal_slack_twh,total_demand_twh,gas_shadow_mean,status,financing_label,policy_label
baseline,0.08,eps_0.08,0.92,24133122270.642654,1.409796,0.9980893168326481,,0.0,False,57.618138053719576,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
baseline,0.06,eps_0.06,0.94,24133122270.642654,1.409796,0.9980893168326481,,0.0,False,42.861154540289675,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
baseline,0.05,eps_0.05,0.95,24133122270.642654,1.409796,0.9980893168326481,,0.0,False,35.48266278357473,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,,voll_only,,23758157366.396156,1.409796,0.9980893168326481,,,,,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,0.2,eps_0.20,0.8,23758157366.396156,1.409796,0.9980893168326481,,0.0,False,146.16003913429893,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,0.15,eps_0.15,0.85,23758157366.396156,1.409796,0.9980893168326481,,0.0,False,109.2675803507242,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,0.1,eps_0.10,0.9,23758157366.396156,1.409796,0.9980893168326481,,0.0,False,72.37512156714946,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,0.08,eps_0.08,0.92,23758157366.396156,1.409796,0.9980893168326481,,0.0,False,57.618138053719576,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,0.06,eps_0.06,0.94,23758157366.396156,1.409796,0.9980893168326481,,0.0,False,42.861154540289675,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,0.05,eps_0.05,0.95,23758157366.396156,1.409796,0.9980893168326481,,0.0,False,35.48266278357473,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
upside,,voll_only,,23758157366.396156,1.409796,0.9980893168326481,,,,,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,0.2,eps_0.20,0.8,23758157366.396152,1.409796,0.9980893168326481,,0.0,False,146.16003913429893,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,0.15,eps_0.15,0.85,23758157366.396152,1.409796,0.9980893168326481,,0.0,False,109.2675803507242,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,0.1,eps_0.10,0.9,23758157366.396152,1.409796,0.9980893168326481,,0.0,False,72.37512156714946,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,0.08,eps_0.08,0.92,23758157366.396152,1.409796,0.9980893168326481,,0.0,False,57.618138053719576,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,0.06,eps_0.06,0.94,23758157366.396152,1.409796,0.9980893168326481,,0.0,False,42.861154540289675,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
upside,0.05,eps_0.05,0.95,23758157366.396152,1.409796,0.9980893168326481,,0.0,False,35.48266278357473,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
downside,,voll_only,,26215543624.11805,1.47637,0.997999089720936,,,,,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,0.2,eps_0.20,0.8,26215543624.11805,1.47637,0.997999089720936,,0.0,False,146.09346513429892,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,0.15,eps_0.15,0.85,26215543624.11805,1.47637,0.997999089720936,,0.0,False,109.2010063507242,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,0.1,eps_0.10,0.9,26215543624.11805,1.47637,0.997999089720936,,0.0,False,72.30854756714946,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,0.08,eps_0.08,0.92,26215543624.11805,1.47637,0.997999089720936,,0.0,False,57.551564053719574,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,0.06,eps_0.06,0.94,26215543624.11805,1.47637,0.997999089720936,,0.0,False,42.79458054028967,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,0.05,eps_0.05,0.95,26215543624.11805,1.47637,0.997999089720936,,0.0,False,35.41608878357473,737.8491756714947,396932070.1457142,feasible,public_only,no_policy
downside,,voll_only,,26215543624.118046,1.47637,0.997999089720936,,,,,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
downside,0.2,eps_0.20,0.8,26215543624.118046,1.47637,0.997999089720936,,0.0,False,146.09346513429892,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
downside,0.15,eps_0.15,0.85,26215543624.118046,1.47637,0.997999089720936,,0.0,False,109.2010063507242,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
downside,0.1,eps_0.10,0.9,26215543624.118046,1.47637,0.997999089720936,,0.0,False,72.30854756714946,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
downside,0.08,eps_0.08,0.92,26215543624.118046,1.47637,0.997999089720936,,0.0,False,57.551564053719574,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
downside,0.06,eps_0.06,0.94,26215543624.118046,1.47637,0.997999089720936,,0.0,False,42.79458054028967,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
downside,0.05,eps_0.05,0.95,26215543624.118046,1.47637,0.997999089720936,,0.0,False,35.41608878357473,737.8491756714947,396932070.1457142,feasible,eaas,no_policy
shock_recovery,,voll_only,,24081434140.036915,1.409796,0.9980893168326481,,,,,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,0.2,eps_0.20,0.8,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,146.16003913429893,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,0.15,eps_0.15,0.85,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,109.2675803507242,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,0.1,eps_0.10,0.9,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,72.37512156714946,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,0.08,eps_0.08,0.92,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,57.618138053719576,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,0.06,eps_0.06,0.94,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,42.861154540289675,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,0.05,eps_0.05,0.95,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,35.48266278357473,737.8491756714947,212322443.14571425,feasible,public_only,no_policy
shock_recovery,,voll_only,,24081434140.03691,1.409796,0.9980893168326481,,,,,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
shock_recovery,0.2,eps_0.20,0.8,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,146.16003913429893,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
shock_recovery,0.15,eps_0.15,0.85,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,109.2675803507242,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
shock_recovery,0.1,eps_0.10,0.9,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,72.37512156714946,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
shock_recovery,0.08,eps_0.08,0.92,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,57.618138053719576,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
shock_recovery,0.06,eps_0.06,0.94,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,42.861154540289675,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
shock_recovery,0.05,eps_0.05,0.95,24081434140.036915,1.409796,0.9980893168326481,,0.0,False,35.48266278357473,737.8491756714947,212322443.14571425,feasible,eaas,no_policy
baseline,,voll_only,,802656897801.414,134.24951844,0.8180528990659595,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
baseline,0.2,eps_0.20,0.8,802656897801.414,134.24951844,0.8180528990659595,,0.0,False,13.320316694298924,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
baseline,0.15,eps_0.15,0.85,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
baseline,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
baseline,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
baseline,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
baseline,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
baseline,,voll_only,,572655878933.0765,82.69883501999999,0.8879190520952494,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
baseline,0.2,eps_0.20,0.8,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,64.87100011429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
baseline,0.15,eps_0.15,0.85,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,27.978541330724212,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
baseline,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
baseline,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
baseline,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
baseline,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
upside,,voll_only,,802656897801.414,134.24951844,0.8180528990659595,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
upside,0.2,eps_0.20,0.8,802656897801.414,134.24951844,0.8180528990659595,,0.0,False,13.320316694298924,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
upside,0.15,eps_0.15,0.85,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
upside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
upside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
upside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
upside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
upside,,voll_only,,572655878933.0765,82.69883501999999,0.8879190520952494,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
upside,0.2,eps_0.20,0.8,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,64.87100011429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
upside,0.15,eps_0.15,0.85,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,27.978541330724212,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
upside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
upside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
upside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
upside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
downside,,voll_only,,802656897801.414,134.24951844,0.8180528990659595,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
downside,0.2,eps_0.20,0.8,802656897801.414,134.24951844,0.8180528990659595,,0.0,False,13.320316694298924,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
downside,0.15,eps_0.15,0.85,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
downside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
downside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
downside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
downside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
downside,,voll_only,,572655878933.0765,82.69883501999999,0.8879190520952494,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
downside,0.2,eps_0.20,0.8,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,64.87100011429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
downside,0.15,eps_0.15,0.85,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,27.978541330724212,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
downside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
downside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
downside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
downside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
shock_recovery,,voll_only,,802656897801.414,134.24951844,0.8180528990659595,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
shock_recovery,0.2,eps_0.20,0.8,802656897801.414,134.24951844,0.8180528990659595,,0.0,False,13.320316694298924,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_unconditional
shock_recovery,0.15,eps_0.15,0.85,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
shock_recovery,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
shock_recovery,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
shock_recovery,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
shock_recovery,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_unconditional
shock_recovery,,voll_only,,572655878933.0765,82.69883501999999,0.8879190520952494,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
shock_recovery,0.2,eps_0.20,0.8,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,64.87100011429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
shock_recovery,0.15,eps_0.15,0.85,572655878933.0765,82.69883501999999,0.8879190520952494,,0.0,False,27.978541330724212,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_unconditional
shock_recovery,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
shock_recovery,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
shock_recovery,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
shock_recovery,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_unconditional
baseline,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
baseline,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
baseline,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
baseline,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
baseline,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
baseline,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
baseline,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
baseline,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
baseline,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
baseline,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
baseline,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
baseline,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
baseline,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
baseline,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
upside,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
upside,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
upside,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
upside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
upside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
upside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
upside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
upside,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
upside,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
upside,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
upside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
upside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
upside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
upside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
downside,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
downside,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
downside,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
downside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
downside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
downside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
downside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
downside,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
downside,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
downside,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
downside,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
downside,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
downside,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
downside,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
shock_recovery,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
shock_recovery,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
shock_recovery,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,public_only,ndc3_conditional
shock_recovery,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
shock_recovery,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
shock_recovery,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
shock_recovery,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,public_only,ndc3_conditional
shock_recovery,,voll_only,,623698262173.0359,88.53082441999999,0.8800150120931819,,,,,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
shock_recovery,0.2,eps_0.20,0.8,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,59.03901071429894,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
shock_recovery,0.15,eps_0.15,0.85,623698262173.0359,88.53082441999999,0.8800150120931819,,0.0,False,22.146551930724215,737.8491756714947,204415814.2857143,feasible,eaas,ndc3_conditional
shock_recovery,0.1,eps_0.10,0.9,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
shock_recovery,0.08,eps_0.08,0.92,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
shock_recovery,0.06,eps_0.06,0.94,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
shock_recovery,0.05,eps_0.05,0.95,,,,,,,,737.8491756714947,,infeasible,eaas,ndc3_conditional
